iShares Russell 3000 ETF
Fund Holdings as of,"Jun 30, 2020"
Inception Date,"May 22, 2000"
Shares Outstanding,"51,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"WST","WEST PHARMACEUTICAL SERVICES INC","Equity","0.05","227.17","22,285.00","5,062,483.45","5,062,483.45","Health Care","2950482","US9553061055","New York Stock Exchange Inc."
"TRU","TRANSUNION","Equity","0.05","87.04","57,724.00","5,024,296.96","5,024,296.96","Industrials","BYMWL86","US89400J1079","New York Stock Exchange Inc."
"CDW","CDW CORP","Equity","0.05","116.18","43,178.00","5,016,420.04","5,016,420.04","Information Technology","BBM5MD6","US12514G1085","NASDAQ"
"K","KELLOGG","Equity","0.05","66.06","75,939.00","5,016,530.34","5,016,530.34","Consumer Staples","2486813","US4878361082","New York Stock Exchange Inc."
"KKR","KKR AND CO INC","Equity","0.05","30.88","162,168.00","5,007,747.84","5,007,747.84","Financials","BG1FRR1","US48251W1045","New York Stock Exchange Inc."
"AMCR","AMCOR PLC","Equity","0.05","10.21","488,335.00","4,985,900.35","4,985,900.35","Materials","BJ1F307","JE00BJ1F3079","New York Stock Exchange Inc."
"MXIM","MAXIM INTEGRATED PRODUCTS INC","Equity","0.05","60.61","82,239.00","4,984,505.79","4,984,505.79","Information Technology","2573760","US57772K1016","NASDAQ"
"TTD","TRADE DESK INC CLASS A","Equity","0.05","406.50","12,184.00","4,952,796.00","4,952,796.00","Information Technology","BD8FDD1","US88339J1051","NASDAQ"
"LH","LABORATORY CORPORATION OF AMERICA","Equity","0.05","166.11","29,710.00","4,935,128.10","4,935,128.10","Health Care","2586122","US50540R4092","New York Stock Exchange Inc."
"PXD","PIONEER NATURAL RESOURCE","Equity","0.05","97.70","50,322.00","4,916,459.40","4,916,459.40","Energy","2690830","US7237871071","New York Stock Exchange Inc."
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Equity","0.05","139.57","34,665.00","4,838,194.05","4,838,194.05","Communication","2122117","US8740541094","NASDAQ"
"CAH","CARDINAL HEALTH INC","Equity","0.05","52.19","90,467.00","4,721,472.73","4,721,472.73","Health Care","2175672","US14149Y1082","New York Stock Exchange Inc."
"LVS","LAS VEGAS SANDS CORP","Equity","0.05","45.54","103,085.00","4,694,490.90","4,694,490.90","Consumer Discretionary","B02T2J7","US5178341070","New York Stock Exchange Inc."
"NTRS","NORTHERN TRUST CORP","Equity","0.05","79.34","59,125.00","4,690,977.50","4,690,977.50","Financials","2648668","US6658591044","NASDAQ"
"DFS","DISCOVER FINANCIAL SERVICES","Equity","0.05","50.09","93,276.00","4,672,194.84","4,672,194.84","Financials","B1YLC43","US2547091080","New York Stock Exchange Inc."
"CBRE","CBRE GROUP INC CLASS A","Equity","0.05","45.22","103,051.00","4,659,966.22","4,659,966.22","Real Estate","B6WVMH3","US12504L1098","New York Stock Exchange Inc."
"VMC","VULCAN MATERIALS","Equity","0.05","115.85","40,165.00","4,653,115.25","4,653,115.25","Materials","2931205","US9291601097","New York Stock Exchange Inc."
"PAYC","PAYCOM SOFTWARE INC","Equity","0.05","309.73","15,006.00","4,647,808.38","4,647,808.38","Information Technology","BL95MY0","US70432V1026","New York Stock Exchange Inc."
"TSCO","TRACTOR SUPPLY","Equity","0.05","131.79","35,174.00","4,635,581.46","4,635,581.46","Consumer Discretionary","2900335","US8923561067","NASDAQ"
"ESS","ESSEX PROPERTY TRUST REIT INC","Equity","0.05","229.17","20,152.00","4,618,233.84","4,618,233.84","Real Estate","2316619","US2971781057","New York Stock Exchange Inc."
"DGX","QUEST DIAGNOSTICS INC","Equity","0.05","113.96","40,476.00","4,612,644.96","4,612,644.96","Health Care","2702791","US74834L1008","New York Stock Exchange Inc."
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.05","18.30","247,230.00","4,524,309.00","4,524,309.00","Energy","2655408","US6745991058","New York Stock Exchange Inc."
"PEAK","HEALTHPEAK PROPERTIES INC","Equity","0.05","27.56","164,124.00","4,523,257.44","4,523,257.44","Real Estate","BJBLRK3","US42250P1030","New York Stock Exchange Inc."
"TIF","TIFFANY","Equity","0.05","121.94","36,995.00","4,511,170.30","4,511,170.30","Consumer Discretionary","2892090","US8865471085","New York Stock Exchange Inc."
"KMX","CARMAX INC","Equity","0.05","89.55","50,259.00","4,500,693.45","4,500,693.45","Consumer Discretionary","2983563","US1431301027","New York Stock Exchange Inc."
"INVH","INVITATION HOMES INC","Equity","0.05","27.53","163,265.00","4,494,685.45","4,494,685.45","Real Estate","BD81GW9","US46187W1071","New York Stock Exchange Inc."
"ABC","AMERISOURCEBERGEN CORP","Equity","0.05","100.77","44,350.00","4,469,149.50","4,469,149.50","Health Care","2795393","US03073E1055","New York Stock Exchange Inc."
"OKE","ONEOK INC","Equity","0.05","33.22","134,340.00","4,462,774.80","4,462,774.80","Energy","2130109","US6826801036","New York Stock Exchange Inc."
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Equity","0.05","126.19","35,289.00","4,453,118.91","4,453,118.91","Information Technology","B1VP7R6","US11133T1034","New York Stock Exchange Inc."
"HOLX","HOLOGIC INC","Equity","0.05","57.00","78,040.00","4,448,280.00","4,448,280.00","Health Care","2433530","US4364401012","NASDAQ"
"GRMN","GARMIN LTD","Equity","0.05","97.50","44,976.00","4,385,160.00","4,385,160.00","Consumer Discretionary","B3Z5T14","CH0114405324","NASDAQ"
"DPZ","DOMINOS PIZZA INC","Equity","0.05","369.44","11,857.00","4,380,450.08","4,380,450.08","Consumer Discretionary","B01SD70","US25754A2015","New York Stock Exchange Inc."
"JKHY","JACK HENRY AND ASSOCIATES INC","Equity","0.05","184.03","23,546.00","4,333,170.38","4,333,170.38","Information Technology","2469193","US4262811015","NASDAQ"
"KSU","KANSAS CITY SOUTHERN","Equity","0.05","149.29","28,857.00","4,308,061.53","4,308,061.53","Industrials","2607647","US4851703029","New York Stock Exchange Inc."
"HES","HESS CORP","Equity","0.05","51.81","82,767.00","4,288,158.27","4,288,158.27","Energy","2023748","US42809H1077","New York Stock Exchange Inc."
"DOV","DOVER CORP","Equity","0.05","96.56","44,390.00","4,286,298.40","4,286,298.40","Industrials","2278407","US2600031080","New York Stock Exchange Inc."
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.05","90.38","47,305.00","4,275,425.90","4,275,425.90","Real Estate","2019479","US1011211018","New York Stock Exchange Inc."
"GWW","WW GRAINGER INC","Equity","0.05","314.16","13,547.00","4,255,925.52","4,255,925.52","Industrials","2380863","US3848021040","New York Stock Exchange Inc."
"TER","TERADYNE INC","Equity","0.05","84.51","50,340.00","4,254,233.40","4,254,233.40","Information Technology","2884183","US8807701029","NASDAQ"
"IP","INTERNATIONAL PAPER","Equity","0.05","35.21","120,360.00","4,237,875.60","4,237,875.60","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"TDOC","TELADOC HEALTH INC","Equity","0.05","190.84","22,185.00","4,233,785.40","4,233,785.40","Health Care","BYQRFY1","US87918A1051","New York Stock Exchange Inc."
"COO","COOPER INC","Equity","0.05","283.64","14,913.00","4,229,923.32","4,229,923.32","Health Care","2222631","US2166484020","New York Stock Exchange Inc."
"NDAQ","NASDAQ INC","Equity","0.05","119.47","35,253.00","4,211,675.91","4,211,675.91","Financials","2965107","US6311031081","NASDAQ"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.05","38.55","109,087.00","4,205,303.85","4,205,303.85","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"FITB","FIFTH THIRD BANCORP","Equity","0.04","19.28","216,623.00","4,176,491.44","4,176,491.44","Financials","2336747","US3167731005","NASDAQ"
"VTR","VENTAS REIT INC","Equity","0.04","36.62","113,745.00","4,165,341.90","4,165,341.90","Real Estate","2927925","US92276F1003","New York Stock Exchange Inc."
"HRL","HORMEL FOODS CORP","Equity","0.04","48.27","86,028.00","4,152,571.56","4,152,571.56","Consumer Staples","2437264","US4404521001","New York Stock Exchange Inc."
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Equity","0.04","255.95","15,973.00","4,088,289.35","4,088,289.35","Information Technology","2989356","US9892071054","NASDAQ"
"EVRG","EVERGY INC","Equity","0.04","59.29","68,885.00","4,084,191.65","4,084,191.65","Utilities","BFMXGR0","US30034W1062","New York Stock Exchange Inc."
"TYL","TYLER TECHNOLOGIES INC","Equity","0.04","346.88","11,690.00","4,055,027.20","4,055,027.20","Information Technology","2909644","US9022521051","New York Stock Exchange Inc."
"MTB","M&T BANK CORP","Equity","0.04","103.97","38,967.00","4,051,398.99","4,051,398.99","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Equity","0.04","122.46","33,069.00","4,049,629.74","4,049,629.74","Materials","2464165","US4595061015","New York Stock Exchange Inc."
"MAA","MID AMERICA APARTMENT COMMUNITIES","Equity","0.04","114.67","35,216.00","4,038,218.72","4,038,218.72","Real Estate","2589132","US59522J1034","New York Stock Exchange Inc."
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Equity","0.04","123.96","32,571.00","4,037,501.16","4,037,501.16","Communication","BRTLC06","US5303073051","NASDAQ"
"DDOG","DATADOG INC CLASS A","Equity","0.04","86.95","46,396.00","4,034,132.20","4,034,132.20","Information Technology","BKT9Y49","US23804L1035","NASDAQ"
"WDC","WESTERN DIGITAL CORP","Equity","0.04","44.15","91,076.00","4,021,005.40","4,021,005.40","Information Technology","2954699","US9581021055","NASDAQ"
"MAS","MASCO CORP","Equity","0.04","50.21","79,978.00","4,015,695.38","4,015,695.38","Industrials","2570200","US5745991068","New York Stock Exchange Inc."
"DRE","DUKE REALTY REIT CORP","Equity","0.04","35.39","113,223.00","4,006,961.97","4,006,961.97","Real Estate","2284084","US2644115055","New York Stock Exchange Inc."
"FMC","FMC CORP","Equity","0.04","99.62","40,144.00","3,999,145.28","3,999,145.28","Materials","2328603","US3024913036","New York Stock Exchange Inc."
"EPAM","EPAM SYSTEMS INC","Equity","0.04","252.01","15,862.00","3,997,382.62","3,997,382.62","Information Technology","B44Z3T8","US29414B1044","New York Stock Exchange Inc."
"SUI","SUN COMMUNITIES REIT INC","Equity","0.04","135.68","29,414.00","3,990,891.52","3,990,891.52","Real Estate","2860257","US8666741041","New York Stock Exchange Inc."
"STE","STERIS","Equity","0.04","153.44","25,992.00","3,988,212.48","3,988,212.48","Health Care","BFY8C75","IE00BFY8C754","New York Stock Exchange Inc."
"BURL","BURLINGTON STORES INC","Equity","0.04","196.93","20,201.00","3,978,182.93","3,978,182.93","Consumer Discretionary","BF311Y5","US1220171060","New York Stock Exchange Inc."
"MLM","MARTIN MARIETTA MATERIALS INC","Equity","0.04","206.57","19,248.00","3,976,059.36","3,976,059.36","Materials","2572079","US5732841060","New York Stock Exchange Inc."
"W","WAYFAIR INC CLASS A","Equity","0.04","197.61","20,030.00","3,958,128.30","3,958,128.30","Consumer Discretionary","BQXZP64","US94419L1017","New York Stock Exchange Inc."
"QRVO","QORVO INC","Equity","0.04","110.53","35,696.00","3,945,478.88","3,945,478.88","Information Technology","BR9YYP4","US74736K1016","NASDAQ"
"EXAS","EXACT SCIENCES CORP","Equity","0.04","86.94","45,236.00","3,932,817.84","3,932,817.84","Health Care","2719951","US30063P1057","NASDAQ"
"SYF","SYNCHRONY FINANCIAL","Equity","0.04","22.16","177,423.00","3,931,693.68","3,931,693.68","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.04","9.73","399,562.00","3,887,738.26","3,887,738.26","Information Technology","BYVYWS0","US42824C1099","New York Stock Exchange Inc."
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Equity","0.04","56.48","68,703.00","3,880,345.44","3,880,345.44","Information Technology","B58YSC6","US78467J1007","NASDAQ"
"MKL","MARKEL CORP","Equity","0.04","923.17","4,183.00","3,861,620.11","3,861,620.11","Financials","2566436","US5705351048","New York Stock Exchange Inc."
"LDOS","LEIDOS HOLDINGS INC","Equity","0.04","93.67","41,212.00","3,860,328.04","3,860,328.04","Information Technology","BDV82B8","US5253271028","New York Stock Exchange Inc."
"ETSY","ETSY INC","Equity","0.04","106.23","36,316.00","3,857,848.68","3,857,848.68","Consumer Discretionary","BWTN5N1","US29786A1060","NASDAQ"
"VIAC","VIACOMCBS INC CLASS B","Equity","0.04","23.32","164,954.00","3,846,727.28","3,846,727.28","Communication","BKTNTR9","US92556H2067","NASDAQ"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Equity","0.04","76.04","50,513.00","3,841,008.52","3,841,008.52","Industrials","2325507","US3021301094","NASDAQ"
"NUE","NUCOR CORP","Equity","0.04","41.41","92,706.00","3,838,955.46","3,838,955.46","Materials","2651086","US6703461052","New York Stock Exchange Inc."
"GPC","GENUINE PARTS","Equity","0.04","86.96","43,247.00","3,760,759.12","3,760,759.12","Consumer Discretionary","2367480","US3724601055","New York Stock Exchange Inc."
"ANET","ARISTA NETWORKS INC","Equity","0.04","210.03","17,862.00","3,751,555.86","3,751,555.86","Information Technology","BN33VM5","US0404131064","New York Stock Exchange Inc."
"PODD","INSULET CORP","Equity","0.04","194.26","19,179.00","3,725,712.54","3,725,712.54","Health Care","B1XGNW4","US45784P1012","NASDAQ"
"ATO","ATMOS ENERGY CORP","Equity","0.04","99.58","37,267.00","3,711,047.86","3,711,047.86","Utilities","2315359","US0495601058","New York Stock Exchange Inc."
"FDS","FACTSET RESEARCH SYSTEMS INC","Equity","0.04","328.47","11,299.00","3,711,382.53","3,711,382.53","Financials","2329770","US3030751057","New York Stock Exchange Inc."
"GDDY","GODADDY INC CLASS A","Equity","0.04","73.33","50,378.00","3,694,218.74","3,694,218.74","Information Technology","BWFRFC6","US3802371076","New York Stock Exchange Inc."
"IEX","IDEX CORP","Equity","0.04","158.04","23,175.00","3,662,577.00","3,662,577.00","Industrials","2456612","US45167R1041","New York Stock Exchange Inc."
"VMW","VMWARE CLASS A INC","Equity","0.04","154.86","23,517.00","3,641,842.62","3,641,842.62","Information Technology","B23SN61","US9285634021","New York Stock Exchange Inc."
"SRPT","SAREPTA THERAPEUTICS INC","Equity","0.04","160.34","22,647.00","3,631,219.98","3,631,219.98","Health Care","B8DPDT7","US8036071004","NASDAQ"
"SJM","JM SMUCKER","Equity","0.04","105.81","34,124.00","3,610,660.44","3,610,660.44","Consumer Staples","2951452","US8326964058","New York Stock Exchange Inc."
"ROKU","ROKU INC CLASS A","Equity","0.04","116.53","30,953.00","3,606,953.09","3,606,953.09","Communication","BZ1LFG7","US77543R1023","NASDAQ"
"KEY","KEYCORP","Equity","0.04","12.18","295,650.00","3,601,017.00","3,601,017.00","Financials","2490911","US4932671088","New York Stock Exchange Inc."
"XYL","XYLEM INC","Equity","0.04","64.96","55,319.00","3,593,522.24","3,593,522.24","Industrials","B3P2CN8","US98419M1009","New York Stock Exchange Inc."
"OMC","OMNICOM GROUP INC","Equity","0.04","54.60","65,704.00","3,587,438.40","3,587,438.40","Communication","2279303","US6819191064","New York Stock Exchange Inc."
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.04","92.37","38,580.00","3,563,634.60","3,563,634.60","Real Estate","B02HWR9","US30225T1025","New York Stock Exchange Inc."
"WPC","W. P. CAREY REIT INC","Equity","0.04","67.65","52,645.00","3,561,434.25","3,561,434.25","Real Estate","B826YT8","US92936U1097","New York Stock Exchange Inc."
"FICO","FAIR ISAAC CORP","Equity","0.04","418.04","8,516.00","3,560,028.64","3,560,028.64","Information Technology","2330299","US3032501047","New York Stock Exchange Inc."
"LNT","ALLIANT ENERGY CORP","Equity","0.04","47.84","74,403.00","3,559,439.52","3,559,439.52","Utilities","2973821","US0188021085","NASDAQ"
"WORK","SLACK TECHNOLOGIES CLASS A INC","Equity","0.04","31.09","114,112.00","3,547,742.08","3,547,742.08","Information Technology","BKBS541","US83088V1026","New York Stock Exchange Inc."
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Equity","0.04","100.29","35,097.00","3,519,878.13","3,519,878.13","Information Technology","BJJP138","US22788C1053","NASDAQ"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Equity","0.04","41.54","84,468.00","3,508,800.72","3,508,800.72","Financials","2803014","US74251V1026","NASDAQ"
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.04","63.66","54,968.00","3,499,262.88","3,499,262.88","Consumer Staples","2146838","US1156372096","New York Stock Exchange Inc."
"HAL","HALLIBURTON","Equity","0.04","12.98","268,729.00","3,488,102.42","3,488,102.42","Energy","2405302","US4062161017","New York Stock Exchange Inc."
"VAR","VARIAN MEDICAL SYSTEMS INC","Equity","0.04","122.52","28,315.00","3,469,153.80","3,469,153.80","Health Care","2927516","US92220P1057","New York Stock Exchange Inc."
"NBIX","NEUROCRINE BIOSCIENCES INC","Equity","0.04","122.00","28,407.00","3,465,654.00","3,465,654.00","Health Care","2623911","US64125C1099","NASDAQ"
"SIVB","SVB FINANCIAL GROUP","Equity","0.04","215.53","16,027.00","3,454,299.31","3,454,299.31","Financials","2808053","US78486Q1013","NASDAQ"
"CTLT","CATALENT INC","Equity","0.04","73.30","46,954.00","3,441,728.20","3,441,728.20","Health Care","BP96PQ4","US1488061029","New York Stock Exchange Inc."
"ETFC","E TRADE FINANCIAL CORP","Equity","0.04","49.73","69,089.00","3,435,795.97","3,435,795.97","Financials","2299011","US2692464017","NASDAQ"
"ULTA","ULTA BEAUTY INC","Equity","0.04","203.42","16,842.00","3,425,999.64","3,425,999.64","Consumer Discretionary","B28TS42","US90384S3031","NASDAQ"
"NLOK","NORTONLIFELOCK INC","Equity","0.04","19.83","172,340.00","3,417,502.20","3,417,502.20","Information Technology","BJN4XN5","US6687711084","NASDAQ"
"LNG","CHENIERE ENERGY INC","Equity","0.04","48.32","70,581.00","3,410,473.92","3,410,473.92","Energy","2654364","US16411R2085","Nyse Mkt Llc"
"ACGL","ARCH CAPITAL GROUP LTD","Equity","0.04","28.65","118,248.00","3,387,805.20","3,387,805.20","Financials","2740542","BMG0450A1053","NASDAQ"
"TDY","TELEDYNE TECHNOLOGIES INC","Equity","0.04","310.95","10,881.00","3,383,446.95","3,383,446.95","Industrials","2503477","US8793601050","New York Stock Exchange Inc."
"CTL","CENTURYLINK INC","Equity","0.04","10.03","336,575.00","3,375,847.25","3,375,847.25","Communication","2185046","US1567001060","New York Stock Exchange Inc."
"WAT","WATER CORP","Equity","0.04","180.40","18,621.00","3,359,228.40","3,359,228.40","Health Care","2937689","US9418481035","New York Stock Exchange Inc."
"PKI","PERKINELMER INC","Equity","0.04","98.09","34,228.00","3,357,424.52","3,357,424.52","Health Care","2305844","US7140461093","New York Stock Exchange Inc."
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.04","25.24","132,779.00","3,351,341.96","3,351,341.96","Financials","BQRX1X3","US1746101054","New York Stock Exchange Inc."
"EXPE","EXPEDIA GROUP INC","Equity","0.04","82.20","40,739.00","3,348,745.80","3,348,745.80","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"TRMB","TRIMBLE INC","Equity","0.04","43.19","76,806.00","3,317,251.14","3,317,251.14","Information Technology","2903958","US8962391004","NASDAQ"
"UDR","UDR REIT INC","Equity","0.04","37.38","88,552.00","3,310,073.76","3,310,073.76","Real Estate","2727910","US9026531049","New York Stock Exchange Inc."
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Equity","0.04","62.48","52,817.00","3,300,006.16","3,300,006.16","Real Estate","2563125","US29472R1086","New York Stock Exchange Inc."
"NDSN","NORDSON CORP","Equity","0.04","189.71","17,396.00","3,300,195.16","3,300,195.16","Industrials","2641838","US6556631025","NASDAQ"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Equity","0.04","77.79","42,350.00","3,294,406.50","3,294,406.50","Information Technology","B5367T7","US0995021062","New York Stock Exchange Inc."
"RF","REGIONS FINANCIAL CORP","Equity","0.04","11.12","294,790.00","3,278,064.80","3,278,064.80","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"MASI","MASIMO CORP","Equity","0.04","227.99","14,361.00","3,274,164.39","3,274,164.39","Health Care","B1YWR63","US5747951003","NASDAQ"
"URI","UNITED RENTALS INC","Equity","0.04","149.04","21,912.00","3,265,764.48","3,265,764.48","Industrials","2134781","US9113631090","New York Stock Exchange Inc."
"NVR","NVR INC","Equity","0.03","3,258.75","1,000.00","3,258,750.00","3,258,750.00","Consumer Discretionary","2637785","US62944T1051","New York Stock Exchange Inc."
"ABMD","ABIOMED INC","Equity","0.03","241.56","13,486.00","3,257,678.16","3,257,678.16","Health Care","2003698","US0036541003","NASDAQ"
"BKI","BLACK KNIGHT INC","Equity","0.03","72.56","44,817.00","3,251,921.52","3,251,921.52","Information Technology","BDG75V1","US09215C1053","New York Stock Exchange Inc."
"J","JACOBS ENGINEERING GROUP INC","Equity","0.03","84.80","38,104.00","3,231,219.20","3,231,219.20","Industrials","2469052","US4698141078","New York Stock Exchange Inc."
"IT","GARTNER INC","Equity","0.03","121.33","26,334.00","3,195,104.22","3,195,104.22","Information Technology","2372763","US3666511072","New York Stock Exchange Inc."
"POOL","POOL CORP","Equity","0.03","271.87","11,750.00","3,194,472.50","3,194,472.50","Consumer Discretionary","2781585","US73278L1052","NASDAQ"
"HZNP","HORIZON THERAPEUTICS PUBLIC PLC","Equity","0.03","55.58","57,404.00","3,190,514.32","3,190,514.32","Health Care","BQPVQZ6","IE00BQPVQZ61","NASDAQ"
"MOH","MOLINA HEALTHCARE INC","Equity","0.03","177.98","17,917.00","3,188,867.66","3,188,867.66","Health Care","2212706","US60855R1005","New York Stock Exchange Inc."
"CHRW","CH ROBINSON WORLDWIDE INC","Equity","0.03","79.06","40,331.00","3,188,568.86","3,188,568.86","Industrials","2116228","US12541W2098","NASDAQ"
"CE","CELANESE CORP","Equity","0.03","86.34","36,807.00","3,177,916.38","3,177,916.38","Materials","B05MZT4","US1508701034","New York Stock Exchange Inc."
"CBOE","CBOE GLOBAL MARKETS INC","Equity","0.03","93.28","34,064.00","3,177,489.92","3,177,489.92","Financials","B5834C5","US12503M1080","Cboe BZX formerly known as BATS"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Equity","0.03","120.34","26,187.00","3,151,343.58","3,151,343.58","Industrials","2445416","US4456581077","NASDAQ"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Equity","0.03","57.57","54,589.00","3,142,688.73","3,142,688.73","Industrials","2955733","US9297401088","New York Stock Exchange Inc."
"TECH","BIO TECHNE CORP","Equity","0.03","264.07","11,840.00","3,126,588.80","3,126,588.80","Health Care","BSHZ3Q0","US09073M1045","NASDAQ"
"AVLR","AVALARA INC","Equity","0.03","133.09","23,405.00","3,114,971.45","3,114,971.45","Information Technology","BZ1NVP4","US05338G1067","New York Stock Exchange Inc."
"MPWR","MONOLITHIC POWER SYSTEMS INC","Equity","0.03","237.00","12,916.00","3,061,092.00","3,061,092.00","Information Technology","B01Z7J1","US6098391054","NASDAQ"
"BKR","BAKER HUGHES CLASS A","Equity","0.03","15.39","198,753.00","3,058,808.67","3,058,808.67","Energy","BDHLTQ5","US05722G1004","New York Stock Exchange Inc."
"CXO","CONCHO RESOURCES INC","Equity","0.03","51.50","59,382.00","3,058,173.00","3,058,173.00","Energy","B1YWRK7","US20605P1012","New York Stock Exchange Inc."
"UAL","UNITED AIRLINES HOLDINGS INC","Equity","0.03","34.61","88,301.00","3,056,097.61","3,056,097.61","Industrials","B4QG225","US9100471096","NASDAQ"
"CGNX","COGNEX CORP","Equity","0.03","59.72","50,853.00","3,036,941.16","3,036,941.16","Information Technology","2208288","US1924221039","NASDAQ"
"ZEN","ZENDESK INC","Equity","0.03","88.53","34,188.00","3,026,663.64","3,026,663.64","Information Technology","BMH0MR7","US98936J1016","New York Stock Exchange Inc."
"DRI","DARDEN RESTAURANTS INC","Equity","0.03","75.77","39,802.00","3,015,797.54","3,015,797.54","Consumer Discretionary","2289874","US2371941053","New York Stock Exchange Inc."
"NTAP","NETAPP INC","Equity","0.03","44.37","67,371.00","2,989,251.27","2,989,251.27","Information Technology","2630643","US64110D1046","NASDAQ"
"XRAY","DENTSPLY SIRONA INC","Equity","0.03","44.06","67,746.00","2,984,888.76","2,984,888.76","Health Care","BYNPPC6","US24906P1093","NASDAQ"
"IR","INGERSOLL RAND INC","Equity","0.03","28.12","105,698.00","2,972,227.76","2,972,227.76","Industrials","BL5GZ82","US45687V1061","New York Stock Exchange Inc."
"CINF","CINCINNATI FINANCIAL CORP","Equity","0.03","64.03","46,352.00","2,967,918.56","2,967,918.56","Financials","2196888","US1720621010","NASDAQ"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.03","451.49","6,571.00","2,966,740.79","2,966,740.79","Health Care","2098508","US0905722072","New York Stock Exchange Inc."
"KDP","KEURIG DR PEPPER INC","Equity","0.03","28.40","103,938.00","2,951,839.20","2,951,839.20","Consumer Staples","BD3W133","US49271V1008","New York Stock Exchange Inc."
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Equity","0.03","18.80","156,688.00","2,945,734.40","2,945,734.40","Real Estate","B0JL5L9","US58463J3041","New York Stock Exchange Inc."
"BRO","BROWN & BROWN INC","Equity","0.03","40.76","72,271.00","2,945,765.96","2,945,765.96","Financials","2692687","US1152361010","New York Stock Exchange Inc."
"RPM","RPM INTERNATIONAL INC","Equity","0.03","75.06","39,237.00","2,945,129.22","2,945,129.22","Materials","2756174","US7496851038","New York Stock Exchange Inc."
"QGEN","QIAGEN NV","Equity","0.03","42.81","68,636.00","2,938,307.16","2,938,307.16","Health Care","BYXS688","NL0012169213","New York Stock Exchange Inc."
"AES","AES CORP","Equity","0.03","14.49","202,532.00","2,934,688.68","2,934,688.68","Utilities","2002479","US00130H1059","New York Stock Exchange Inc."
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Equity","0.03","6.56","444,724.00","2,917,389.44","2,917,389.44","Financials","2113456","US0357104092","New York Stock Exchange Inc."
"HAS","HASBRO INC","Equity","0.03","74.95","38,853.00","2,912,032.35","2,912,032.35","Consumer Discretionary","2414580","US4180561072","NASDAQ"
"AVY","AVERY DENNISON CORP","Equity","0.03","114.09","25,461.00","2,904,845.49","2,904,845.49","Materials","2066408","US0536111091","New York Stock Exchange Inc."
"LW","LAMB WESTON HOLDINGS INC","Equity","0.03","63.93","45,211.00","2,890,339.23","2,890,339.23","Consumer Staples","BDQZFJ3","US5132721045","New York Stock Exchange Inc."
"EMN","EASTMAN CHEMICAL","Equity","0.03","69.64","41,478.00","2,888,527.92","2,888,527.92","Materials","2298386","US2774321002","New York Stock Exchange Inc."
"MDB","MONGODB INC CLASS A","Equity","0.03","226.34","12,720.00","2,879,044.80","2,879,044.80","Information Technology","BF2FJ99","US60937P1066","NASDAQ"
"ALLE","ALLEGION PLC","Equity","0.03","102.22","28,153.00","2,877,799.66","2,877,799.66","Industrials","BFRT3W7","IE00BFRT3W74","New York Stock Exchange Inc."
"AMTD","TD AMERITRADE HOLDING CORP","Equity","0.03","36.38","79,009.00","2,874,347.42","2,874,347.42","Financials","2983154","US87236Y1082","NASDAQ"
"CNP","CENTERPOINT ENERGY INC","Equity","0.03","18.67","153,669.00","2,869,000.23","2,869,000.23","Utilities","2440637","US15189T1079","New York Stock Exchange Inc."
"PKG","PACKAGING CORP OF AMERICA","Equity","0.03","99.80","28,733.00","2,867,553.40","2,867,553.40","Materials","2504566","US6951561090","New York Stock Exchange Inc."
